"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256"
0,0,0,0,0.39,0.823,1,1,0.8275,0.5845,0.0675,0,0,0,0,0,0,0,0,0.3075,0.9925,0.923,0.8985,0.8985,0.9775,1,0.811,0.073,0,0,0,0,0,0,0,0.269,0.847,0.0425,0,0,0.13,0.7065,1,0.2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7095,1,0.1885,0,0,0,0,0,0,0,0,0,0,0,0,0.2575,0.9875,0.7535,0.0055,0,0,0,0,0,0,0,0,0.00950000000000001,0.034,0.068,0.395,0.88,0.9955,0.4035,0,0,0,0,0,0,0,0,0.00700000000000001,0.6395,1,1,1,1,0.773,0.045,0,0,0,0,0,0,0,0,0.004,0.8375,1,1,1,1,1,0.96,0.551,0.024,0,0,0,0,0,0,0,0.055,0.1355,0.1355,0.1355,0.2235,0.5395,0.8615,1,0.683,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0.558,1,0.6505,0,0,0,0,0.197,0.8185,0,0,0,0,0,0,0,0.00750000000000001,0.911,0.9845,0.0045,0,0,0.00750000000000001,0.7445,0.6225,0,0,0,0,0,0,0,0,0.8375,1,0.061,0,0,0.0705,1,0.5565,0,0,0,0,0,0,0,0.235,0.958,0.8265,0.021,0,0,0.00850000000000001,0.9905,0.907,0.1695,0.0485,0,0.0465,0.1695,0.276,0.623,0.9925,0.9795,0.324,0,0,0,0,0.564,1,1,0.9285,0.8985,0.9255,1,1,1,0.9265,0.511,0,0,0,0,0,0.013,0.459,0.7285,0.8845,1,0.8165,0.7285,0.7285,0.609,0.135,0,0,0,0
0,0,0,0,0,0.244,1,1,0.7795,0.714,0.5885,0.2755,0.01,0,0,0,0,0,0,0,0.2125,0.8475,1,1,1,1,1,1,0.6315,0.023,0,0,0,0,0.0635,0.6695,1,1,1,1,0.9955,0.857,0.943,1,1,0.185,0,0,0,0,0.1755,0.965,1,1,1,0.648,0.191,0.0875,0.747,1,1,0.349,0,0,0,0,0,0.591,0.857,0.667,0.089,0.019,0.231,0.8085,1,1,0.954,0.1915,0,0,0,0,0,0,0,0,0.165,0.771,1,1,1,1,0.3295,0,0,0,0,0,0,0.2115,0.6815,0.7765,1,1,1,1,0.8085,0.2965,0,0,0,0,0,0,0,0.8125,1,1,1,1,1,1,0.5575,0.0585,0,0,0,0,0,0,0,0.445,1,0.9115,0.6295,0.677,0.966,1,1,0.7185,0,0,0,0,0,0,0,0.0035,0.143,0.0575,0,0,0.225,0.791,1,0.9965,0.5385,0,0,0,0,0,0,0,0,0,0,0,0,0.1455,0.8905,1,0.999,0.1895,0,0,0,0,0,0,0,0,0,0,0,0,0.709,1,1,0.5155,0,0,0,0,0.2195,0.427,0.0885,0,0,0,0.056,0.238,0.945,1,1,0.5565,0,0,0,0,0.5855,1,0.947,0.857,0.857,0.857,0.91,1,1,1,1,0.312,0,0,0,0,0.29,0.9685,1,1,1,1,1,1,1,1,0.496,0,0,0,0,0,0,0.2325,0.662,0.9755,1,1,1,0.9835,0.714,0.478,0.0145,0,0,0
0,0,0.2005,0.738,0.761,0.9465,0.8605,0.761,0.761,0.7095,0.4085,0.1535,0,0,0,0,0,0,0.6265,0.7855,0.8645,0.9105,0.7965,0.9105,0.9105,0.9105,0.984,0.9545,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1385,0.721,0.9725,0.2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.8315,0.6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1595,0.945,0.66,0,0,0,0,0,0,0,0,0,0,0.01,0.1245,0.496,0.9445,0.972,0.1655,0,0,0,0,0,0,0,0,0,0.316,0.8595,1,0.993,0.8885,0.1845,0,0,0,0,0,0,0,0,0,0,0.201,0.8985,1,0.7915,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.7045,0.9765,0.9645,0.3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2835,0.869,0.935,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995,0.825,0.919,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0.996,0.0905,0,0,0,0,0,0,0,0,0,0,0,0.0235,0.384,0.978,0.834,0.019,0,0,0.0305,0.112,0,0,0,0,0,0.0775,0.3755,0.8735,1,0.931,0.243,0,0,0,0.127,0.9535,0.9105,0.779,0.6715,0.6715,0.778,0.956,0.9555,0.7925,0.4805,0.0715,0,0,0,0,0,0.126,0.5775,0.761,0.921,0.829,0.631,0.3385,0.035,0,0,0,0,0,0
0,0,0,0.079,0.304,0.619,0.652,0.951,1,0.8525,0.652,0.5485,0.027,0,0,0,0,0,0.5165,0.967,1,1,1,1,1,1,1,1,0.7085,0,0,0,0,0,0.806,1,0.929,0.7825,0.7825,0.5825,0.435,0.435,0.8765,1,0.971,0.005,0,0,0,0,0.6295,1,0.442,0,0,0,0,0.2685,0.966,1,0.603,0.0055,0,0,0,0,0.0475,0.4855,0.132,0,0,0,0.0345,0.795,1,0.927,0.132,0,0,0,0,0,0,0,0,0,0,0,0.3485,1,1,0.7515,0,0,0,0,0,0,0,0,0,0,0,0.035,0.787,1,0.878,0.0825,0,0,0,0,0,0,0,0,0,0,0,0.2505,1,1,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0.694,1,1,0.6695,0.1905,0,0,0,0,0,0,0,0,0,0,0,0.5175,1,1,1,0.9845,0.7355,0.1615,0,0,0,0,0,0,0,0,0.077,0.092,0.66,0.9825,1,1,1,0.7535,0,0,0,0,0,0,0.056,0.4045,0.9115,0.715,0,0.117,0.1765,0.6795,1,0.996,0.3275,0,0,0,0.1285,0.6985,0.8785,1,0.985,0.3925,0.0495,0.087,0.0835,0.638,1,1,0.485,0,0,0.2305,0.9925,1,1,1,0.737,0.7825,0.8605,0.932,0.917,1,1,0.943,0.2045,0,0,0.3595,0.989,1,1,1,1,1,1,1,1,1,0.9705,0.2795,0,0,0,0,0.341,0.652,0.969,1,0.713,0.652,0.894,0.6385,0.305,0.545,0.109,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.0305,0,0,0,0,0,0,0,0,0,0,0,0.203,0.7895,0.957,0.9955,0.8925,0.181,0,0,0,0,0,0,0,0,0,0.295,0.9575,1,0.9055,0.7195,1,0.546,0,0,0,0,0,0,0,0,0,0.732,0.779,0.2885,0.037,0.243,1,0.7505,0,0,0,0,0,0,0,0,0,0.101,0.0735,0,0,0.139,1,0.7145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.9665,0.9275,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7055,1,0.1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3905,0.9895,0.9385,0.4145,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0.96,1,0.7805,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0.1375,0.8045,1,0.5735,0.7985,0.9555,0.9555,0.8,0.6905,0.4415,0.2775,0.161,0.012,0,0,0.1205,0.2855,0.7845,1,0.884,0.131,0.3685,0.6035,0.6975,0.898,0.9875,1,1,0.907,0.8965,0.8965,0.971,1,1,0.9915,0.218,0,0,0,0,0,0.142,0.4265,0.524,0.6925,0.952,0.984,0.987,0.7435,0.5495,0.276,0,0,0,0,0,0,0,0,0,0,0,0.1325,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5e-04,0.1945,0.5065,0.8185,1,1,0.7325,0.239,0,0,0,0,0,0,0,0.229,0.702,1,1,1,0.9945,0.5805,0.879,0.9235,0.1685,0,0,0,0,0,0,0.8325,0.971,0.63,0.3875,0.3705,0.556,0.0185,0.2505,1,0.41,0,0,0,0,0,0,0.142,0.1265,0,0,0,0,0,0.413,1,0.3645,0,0,0,0,0,0,0,0,0,0,0,0,0.0485,0.854,0.9575,0.0985,0,0,0,0,0,0,0,0,0,0,0,0.0245,0.718,0.996,0.434,0,0,0,0,0,0,0,0,0.061,0.309,0.552,0.489,0.74,1,0.4825,0,0,0,0,0,0,0,0,0.078,0.84,1,1,1,1,1,0.7085,0.0355,0,0,0,0,0,0,0,0.256,0.988,1,0.8315,0.4645,0.136,0.42,0.992,0.617,0.001,0,0,0,0,0,0,0,0.209,0.149,0.00800000000000001,0,0,0,0.5685,1,0.2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.999,0.6905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864,0.8355,0,0,0,0,0,0,0,0,0.1505,0.00850000000000001,0,0,0,0.1855,0.995,0.707,0,0,0,0,0,0,0.0145,0.7395,0.866,0.133,0,0,0.2115,0.8485,0.9775,0.1965,0,0,0,0,0,0,0.003,0.9745,0.8225,0.5805,0.706,0.8315,0.9925,0.9495,0.2865,0,0,0,0,0,0,0,0,0.313,0.793,1,0.942,0.7385,0.4565,0.093,0,0,0,0,0
0,0.491,0.7405,0.4385,0.608,0.7405,0.7405,0.7405,0.7405,0.7405,0.52,0.411,0.1175,0.0145,0,0,0,0.4345,0.9955,1,1,1,1,1,1,1,1,1,1,0.7115,0.2425,0,0,0,0.3535,0.565,0.5205,0.284,0.565,0.565,0.565,0.565,0.8065,0.8945,0.9305,1,0.991,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0.2505,0.945,1,0.8075,0,0,0,0,0,0,0,0,0,0,0.023,0.358,0.901,1,1,0.7245,0,0,0,0,0,0,0,0,0.117,0.4705,0.7115,1,1,1,0.9315,0.2175,0,0,0,0,0,0,0,0,0.452,1,1,1,1,0.7215,0.12,0,0,0,0,0,0,0,0,0,0.107,0.7415,0.8355,0.9405,1,0.5515,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.822,1,0.3955,0,0.07,0.1885,0.1885,0.1885,0.1715,0,0,0,0,0,0,0,0.346,1,0.9275,0.032,0.6555,1,1,1,0.997,0.719,0,0,0,0,0,0,0.0265,0.9185,1,0.295,0.649,1,1,1,0.8095,0.14,0.0045,0,0,0,0,0,0,0.6135,0.939,0.098,0.0195,0.457,0.8915,1,1,0.852,0.545,0.227,0.019,0,0,0,5e-04,0.836,1,0.4305,0,0,0.0475,0.337,0.7685,1,1,1,0.9105,0.6395,0.565,0.3525,0.6105,0.9905,1,0.4985,0,0,0,0,0.00700000000000001,0.311,0.6005,0.942,1,1,1,1,1,1,0.951,0.127,0,0,0,0,0,0,0,0.057,0.2885,0.47,0.7405,0.674,0.59,0.666,0.1705,0
0,0,0,0,0,0.047,0.135,0.169,0.3195,0.491,0.6,0.839,0.5555,0,0,0,0,0,0,0.392,0.973,0.9575,1,1,0.8795,0.753,0.8795,0.939,0.4945,0,0,0,0,0,0,0.0255,0.018,0.013,0.018,0.0795,0.436,0.8835,0.7535,0.1325,0,0,0,0,0,0,0,0,0,0.1615,0.5635,0.9585,0.6825,0.2185,0.00850000000000001,0,0,0,0,0,0,0,0,0,0,0.551,0.888,0.901,0.8805,0.8275,0.5935,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.116,0.4695,0.8665,0.1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4155,0.7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.9785,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.9395,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4185,0.8165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.713,0.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.997,0.1675,0,0,0,0,0,0.002,0.0055,0,0,0,0,0,5e-04,0.706,0.6935,0,0,0,0,0,0,0.00700000000000001,0.4345,0.1065,0,0,0,0.004,0.577,0.881,0.1065,0,0,0,0,0,0,0,0.0595,0.6495,0.471,0.069,0.2135,0.7575,0.902,0.1355,0,0,0,0,0,0,0,0,0,0.0015,0.4345,0.933,1,0.6975,0.135,0,0,0,0,0,0
0,0,0.0145,0.39,0.1675,0.097,0,0.126,0.1675,0.0415,0,0,0,0,0,0,0,0,0.361,1,1,0.9305,0.834,0.959,1,0.8755,0.6955,0.3495,0,0,0,0,0,0,0.094,0.7465,0.808,0.536,1,1,1,1,1,0.987,0.3835,0,0,0,0,0,0,0,0,0.012,0.3005,0.4995,0.4995,0.4995,0.866,1,0.5995,0,0,0,0,0,0,0,0,0,0,0,0.0655,0.4295,0.955,0.9905,0.3935,0,0,0,0,0,0,0,0,0,0.00850000000000001,0.2955,0.8055,1,0.9915,0.455,0,0,0,0,0,0,0,0.00750000000000001,0.293,0.516,0.842,1,1,0.937,0.461,0,0,0,0,0,0,0,0,0.3175,1,1,1,1,1,0.813,0.5,0.2595,0,0,0,0,0,0,0,0.1945,0.9495,1,1,1,1,1,1,0.994,0.7115,0.2075,0,0,0,0,0,0,0.125,0.5,0.5,0.5,0.619,0.8335,0.948,1,1,0.9315,0.2665,0,0,0,0,0,0,0,0,0,0,0,0.1145,0.401,0.947,1,0.9965,0.3195,0,0,0,0,0,0,0,0,0,0,0,0,0.1175,0.782,1,0.8235,0.223,0.4995,0.3875,0.166,0.166,0,0,0,0,0.111,0.1665,0.4995,0.4995,0.7795,1,0.942,0.9415,1,1,1,1,0.8325,0.8325,0.8325,0.8325,0.944,1,1,1,1,0.946,0.226,0.493,0.9425,1,1,1,1,1,1,1,1,1,1,0.892,0.505,0.1165,0,0,0.1095,0.2735,0.501,0.501,0.501,0.501,0.501,0.501,0.3955,0.1675,0.1675,0.0585,0,0,0
0,0,0,0.0435,0.4555,0.866,0.7395,0.1425,0.038,0,0,0,0,0,0,0,0,0,0.0665,0.799,1,1,1,1,0.9025,0.6655,0.26,0,0,0,0,0,0,0,0.1065,0.735,0.7185,0.9725,0.857,0.857,0.987,1,0.9975,0.1165,0,0,0,0,0,0,0,0,5e-04,0.122,0,0,0.159,0.839,1,0.3285,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.9585,0.777,0.0415,0,0,0,0,0,0,0,0,0,0.1065,0.321,0.699,0.963,0.608,0.037,0,0,0,0,0,0,0,0.173,0.6775,0.974,1,1,1,1,1,0.822,0.349,0.127,0,0,0,0,0.1325,0.947,1,1,0.844,0.7145,0.7145,0.9115,1,1,1,0.9915,0.4795,0,0,0,0.0235,0.5305,0.286,0.0585,0,0,0,0,0.2685,0.5055,0.918,1,0.9765,0.1685,0,0,0,0,0,0,0,0,0,0,0,0,0.0535,0.873,1,0.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,1,0.5835,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.7625,1,0.3895,0,0,0,0.0905,0.143,0.143,0.163,0.286,0.143,0.367,0.2455,0.143,0.6015,1,0.6755,0,0,0,0.256,0.9355,1,1,1,1,1,1,1,1,1,0.544,0.04,0,0,0,0.579,1,1,1,1,1,1,1,1,0.7745,0.2785,0,0,0,0,0,0.046,0.3955,0.671,0.946,0.972,0.714,0.714,0.5125,0.298,0.0355,0,0,0,0,0
0,0,0,0,0,0.358,0.7835,0.9765,0.798,0.2785,0,0,0,0,0,0,0,0,0,0,0.228,0.9885,1,1,1,0.974,0.1415,0,0,0,0,0,0,0,0,0,0.3095,0.9995,0.962,0.909,0.984,1,0.5985,0,0,0,0,0,0,0,0,0,0.0555,0.269,0.0745,0,0.3085,1,0.874,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.2855,1,0.998,0.1125,0,0,0,0,0,0,0,0,0,0,0.00600000000000001,0.3485,0.918,1,0.875,0.079,0,0,0,0,0,0,0,0,0,0,0.4845,1,1,1,1,0.9095,0.218,0,0,0,0,0,0,0,0,0,0.7995,1,1,1,1,1,0.8985,0.04,0,0,0,0,0,0,0,0,0.6925,0.7515,0.259,0.0735,0.1455,0.5365,1,0.395,0,0,0,0,0,0,0,0,0.00800000000000001,0.003,0,0,0,0.001,0.853,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635,0.997,0.108,0,0,0.1025,0.7815,0.6545,0.355,0,0,0,0,0,0,0,0.707,1,0.144,0,0,0.0585,0.963,1,0.572,5e-04,0,0,0,0,0.1685,0.6495,0.995,0.972,0.0235,0,0,0,0.3605,0.998,1,0.712,0.3585,0.3755,0.5355,0.7045,0.9895,1,1,0.59,0,0,0,0,0,0.416,0.988,1,1,1,1,1,1,0.9975,0.5315,0.0395,0,0,0,0,0,0,0.3285,0.709,0.8445,0.9915,0.8625,0.709,0.652,0.263,0,0,0,0
0,0,0,0,0,0,0,0,0.381,0.7865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1975,0.959,0.6725,0,0,0,0,0,0,0,0,0,0,0,0,0.1395,0.874,1,0.5225,0.072,0,0,0,0,0,0,0,0,0,0.0045,0.454,0.9325,1,1,1,0.934,0.294,0,0,0,0,0,0,0,0,0.38,1,0.908,0.544,0.3635,0.6495,1,0.7015,0,0,0,0,0,0,0,0,0.121,0.4915,0.071,0,0.087,0.8675,0.995,0.328,0,0,0,0,0,0,0,0,0,0,0,0.194,0.749,0.995,0.405,0,0,0,0,0,0,0,0,0,0,0,0.419,0.9905,0.817,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0.5025,0.9995,1,1,0.862,0.521,0.11,0,0,0,0,0,0,0,0,0,0,0.3335,0.587,0.721,0.9625,1,0.964,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0.0685,0.3845,0.9595,0.958,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631,1,0.2205,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.811,1,0.194,0,0,0,0,0,0,0,0,0,0,0,0.4185,0.8665,1,0.622,0.0165,0,0,0.1045,0.6915,0.697,0.8295,0.741,0.697,0.793,0.9395,0.9395,0.983,0.989,0.5025,0.0115,0,0,0,0.00700000000000001,0.272,0.4645,0.7155,0.967,1,1,0.886,0.6965,0.3305,0.081,0,0,0,0
0,0,0,0,0,0.0745,0.379,0.582,0.7845,1,0.941,0.573,0.143,0,0,0,0,0,0.025,0.3325,0.7105,0.9265,1,0.8685,1,1,1,1,0.674,0,0,0,0,0.1335,0.7735,1,0.9315,0.462,0.1715,0.0305,0.074,0.074,0.692,1,0.4305,0,0,0,0,0.13,0.482,0.3,0.043,0,0,0,0,0.1185,0.976,0.9275,0.0525,0,0,0,0,0,0,0,0,0,0,0,0.079,0.776,1,0.3835,0,0,0,0,0,0,0,0,0,0.0795,0.3705,0.503,0.89,1,0.5695,0.0555,0,0,0,0,0,0,0,0.0165,0.4365,0.948,1,1,1,1,1,0.945,0.4385,0.0175,0,0,0,0,0.0155,0.7175,1,1,1,0.679,0.4075,0.6845,1,1,1,0.5055,0,0,0,0,0.062,0.8425,0.779,0.5765,0.1985,0,0,0,0.2375,0.8025,1,0.9835,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0.1525,0.9805,1,0.2925,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0.935,1,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0.0645,0.94,0.966,0.1035,0,0,0,0,0,0,0,0,0,0,0,0.209,0.622,1,0.638,0,0,0,0,0.0415,0.3665,0.3705,0.182,0.208,0.3705,0.619,0.8215,0.9905,0.9995,0.7405,0.03,0,0,0,0,0.4265,1,1,1,1,1,1,1,0.897,0.463,0.014,0,0,0,0,0,0.042,0.675,0.8675,0.803,0.7035,0.655,0.4075,0.156,0.0565,0,0,0,0,0
0.372,0.692,0.692,0.692,0.9945,1,1,1,1,1,1,0.721,0.692,0.344,0.0175,0,0.888,1,1,1,1,1,1,1,1,1,1,1,1,1,0.785,0.096,0.351,0.9695,0.782,0.7695,0.7695,0.4965,0.2535,0.154,0.154,0.154,0.154,0.386,0.616,0.9695,1,0.5195,0,0.066,0.005,0,0,0,0,0,0,0,0,0,0.3565,0.9405,1,0.5425,0,0,0,0,0,0,0,0,0,0,0.1215,0.6675,1,1,0.902,0.0485,0,0,0,0,0,0,0,0.077,0.336,0.674,0.951,1,1,0.6225,0.12,0,0,0,0,0,0.0465,0.5115,0.66,0.9215,1,1,1,0.8565,0.2925,0.00750000000000001,0,0,0,0,0,0,0.4415,1,1,1,1,1,1,0.9675,0.6795,0.4495,0.03,0,0,0,0,0,0.1565,0.6155,0.6155,0.422,0.3075,0.3075,0.572,0.802,0.9745,1,0.7485,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.7625,1,0.5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0.999,0.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3325,0.999,0.8935,0,0,0.0415,0.0825,0.3845,0.2255,0,0,0,0.0595,0.077,0.2835,0.7345,1,1,0.514,0.002,0.415,0.892,1,1,0.966,0.7695,0.7695,0.7695,0.945,1,1,1,0.986,0.4425,0.0195,5e-04,0.9715,1,1,1,1,1,1,1,1,1,0.8885,0.769,0.2515,0,0,0,0.3475,0.7965,0.872,0.692,0.692,0.692,0.5575,0.3845,0.3845,0.3615,0.0405,0,0,0,0
0,0,0.246,0.948,1,1,1,1,1,0.962,0.3445,0,0,0,0,0,0,0,0.3005,0.976,1,1,1,0.982,0.92,0.97,0.9435,0.5985,0.2175,0,0,0,0,0,0,0.1455,0.4945,0.56,0.3825,0.21,0,0.126,0.469,0.752,0.995,0.591,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.813,1,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0.2795,0.9275,1,0.7495,0,0,0,0.065,0.4275,0.24,0.24,0.24,0.24,0.24,0.4475,0.74,0.9685,1,0.996,0.4405,0,0,0,0.137,0.8885,1,1,1,1,1,1,1,0.998,0.6735,0.1635,0.00800000000000001,0,0,0,0,0.0445,0.3595,0.3625,0.6645,0.8355,1,0.993,0.4295,0.0545,0.0055,0,0,0,0,0,0,0,0,0,0,0.004,0.3505,0.7365,0.982,0.958,0.4505,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0.1275,0.52,0.9485,0.8155,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905,0.937,0.861,0.032,0.2395,0.7895,0.8,0.8,0.6515,0.48,0.3685,0.121,0,0,0,0,0.0215,0.858,1,0.3475,0.519,1,1,0.8465,0.8335,1,1,0.9765,0.8245,0.457,0.0545,0.0255,0.5775,0.9995,1,0.559,0.058,0.827,0.8365,0.291,0.198,0.12,0.33,0.498,0.7725,0.9995,0.9245,0.8835,1,1,0.93,0.213,0,0.025,0.473,0.9595,0.991,0.92,0.92,0.92,0.92,0.9965,1,1,1,0.7775,0.1565,0,0,0,0,0.0395,0.3535,0.633,0.68,0.916,1,0.795,0.8275,0.637,0.242,0.019,0,0
0,0,0,0.1435,0.496,0.9575,1,1,1,0.863,0.7285,0.5875,0.213,0.001,0,0,0,0,0.378,0.977,0.977,0.929,0.627,0.627,0.627,0.627,0.627,0.8765,1,0.6695,0.062,0,0,0,0.4995,1,0.9995,0.3235,0,0,0,0,0,5e-04,0.2775,0.9025,0.7315,0,0,0,0.0395,0.4715,0.4775,0.005,0,0,0,0,0,0,0.0305,0.8165,0.9345,0.048,0,0,0,0,0,0,0,0,0,0,0,0.2695,0.903,0.999,0.3705,0,0,0,0,0,0,0.021,0.034,0.034,0.295,0.305,0.5845,0.992,0.9895,0.7975,0.0335,0,0,0,0,0,0.034,0.83,1,1,1,1,1,0.675,0.25,0,0,0,0,0,0,0,0.0225,0.6075,0.8645,0.669,0.692,0.8645,0.9925,0.7525,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.92,0.8185,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.9935,0.5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.948,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0.9075,0.952,0.0275,0,0.048,0.701,0.0415,0,0,0,0,0,0,0,0,0.459,1,0.7935,0,0,0,0.3635,0.8885,0.544,0.245,0.0275,0,0,0,0.046,0.625,0.998,1,0.355,0,0,0,0,0.127,0.6475,0.9655,0.919,0.8985,0.8985,0.7675,0.8275,1,0.9385,0.4425,0.00700000000000001,0,0,0,0,0,0,0.159,0.615,0.9135,1,1,0.8105,0.539,0.101,0,0,0,0
0,0,0.479,0.8595,0.826,0.639,0.492,0.492,0.3955,0.395,0.492,0.4275,0.2705,0,0,0,0,0,0.325,0.524,0.7715,0.9925,1,1,1,1,1,1,0.913,0,0,0,0,0,0,0,0,0.0305,0.032,0.032,0.073,0.32,0.8855,0.9725,0.324,0,0,0,0,0,0,0,0,0,0,0,0.039,0.7195,1,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0.6735,1,0.498,0.0055,0,0,0,0,0,0,0,0,0,0,0.005,0.548,0.999,0.635,0.162,0.005,0,0,0,0,0,0,0,0,0,0.063,0.7425,1,1,1,1,0.854,0.258,0,0,0,0,0,0,0,0.041,0.78,1,0.8805,0.619,0.4205,0.4975,0.938,0.9765,0.1195,0,0,0,0,0,0,0.044,0.7595,0.561,0.0225,0,0,0,0.206,1,0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365,1,0.6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805,1,0.568,0,0,0,0,0,0.086,0.725,0.0435,0,0,0,0,0,0.4995,1,0.359,0,0,0,0,0,0.618,0.575,0,0,0,0,0,0.173,0.939,0.8345,0.033,0,0,0,0,0,0.513,0.839,0.228,0.032,0.032,0.032,0.5455,0.9795,0.9515,0.142,0,0,0,0,0,0,0.196,0.9375,1,1,1,1,1,0.701,0.155,0,0,0,0,0,0,0,0,0.136,0.5625,0.8785,0.9355,0.746,0.3805,0.0125,0,0,0,0,0
